车辆品牌,品牌,品牌属地,款式,车型,排量,手动/自动,版型,上牌时间,行驶里程（万公里）,现价（万元）,购车原价（万元）,保值率,里程分组,排量分组
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS四驱智能型5座,2014/10/1,1.9,20.5,28.2,0.73,小于10万,中级轿车
福特全顺,Ford,外国,2008款,经典全顺,2.4L,手动,长轴中顶普通型10-15座,2012/7/1,2.3,9,14.5,0.62,小于10万,中级轿车
Jeep指南者,Jeep,外国,2014款,,2.4L,自动,四驱舒适版(改款,2014/12/1,2.5,17,26.7,0.64,小于10万,中级轿车
Jeep指南者,Jeep,外国,2014款,,2.4L,自动,四驱舒适版(改款,2014/12/1,2.5,17,26.7,0.64,小于10万,中级轿车
别克GL8,Buick,外国,2014款,,2.4L,自动,经典版,2015/5/1,2.5,18.3,22.7,0.81,小于10万,中级轿车
别克GL8,Buick,外国,2014款,,2.4L,自动,经典版,2015/5/1,2.5,18.3,22.7,0.81,小于10万,中级轿车
道奇酷威,Dodge,外国,2013款,,2.4L,自动,两驱尊尚版(进口),2015/3/1,3.1,22.1,31.7,0.7,小于10万,中级轿车
道奇酷威,Dodge,外国,2013款,,2.4L,自动,两驱尊尚版(进口),2015/3/1,3.1,22.1,31.7,0.7,小于10万,中级轿车
别克GL8,Buick,外国,2014款,,2.4L,自动,经典版,2014/9/1,3.2,16.9,22.7,0.74,小于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪雅版,2010/5/1,3.5,17,27.5,0.62,小于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪雅版,2010/5/1,3.5,17,27.5,0.62,小于10万,中级轿车
本田思铂睿,Honda,外国,2009款,思铂睿,2.4L,自动,TYPE-S,2012/6/1,3.6,14,27.8,0.5,小于10万,中级轿车
本田思铂睿,Honda,外国,2013款,思铂睿,2.4L,自动,VTI豪华版,2014/3/1,3.7,15.5,25.8,0.6,小于10万,中级轿车
Jeep指南者,Jeep,外国,2014款,,2.4L,自动,豪华导航版(进口),2013/11/1,4.2,16.5,30.5,0.54,小于10万,中级轿车
Jeep指南者,Jeep,外国,2014款,,2.4L,自动,豪华导航版(进口),2013/11/1,4.2,16.5,30.5,0.54,小于10万,中级轿车
现代新胜达,Hyundai,外国,2012款,,2.4L,自动,5座两驱舒适版(进口),2012/10/1,4.2,15,24.8,0.6,小于10万,中级轿车
别克君越,Buick,外国,2013款,,2.4L,自动,精英舒适型,2015/8/1,4.2,20,27.8,0.72,小于10万,中级轿车
江淮瑞风彩色之旅,江淮,中国,2011款,,2.4L,手动,汽油 标准型,2012/8/1,4.6,6,13,0.46,小于10万,中级轿车
江淮瑞风彩色之旅,江淮,中国,2011款,,2.4L,手动,汽油标准型,2012/8/1,4.6,6,13,0.46,小于10万,中级轿车
现代索纳塔,Hyundai,外国,2014款,第八代索纳塔,2.4L,自动,GLS领先版,2014/2/1,4.6,13.5,21.7,0.62,小于10万,中级轿车
本田雅阁,Honda,外国,2013款,第八代雅阁,2.4L,自动,SE,2012/12/1,4.7,14.3,24.9,0.57,小于10万,中级轿车
本田雅阁,Honda,外国,2013款,第八代雅阁,2.4L,自动,SE,2012/12/1,4.7,14.3,24.9,0.57,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS 两驱智能型5座,2013/5/1,4.7,16.8,27.1,0.62,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS两驱智能型5座,2013/5/1,4.7,16.8,27.1,0.62,小于10万,中级轿车
哈弗H3,哈弗,中国,2009款,,2.4L,手动,四驱超豪华版,2009/6/1,4.8,4.2,13.9,0.3,小于10万,中级轿车
哈弗H3,哈弗,中国,2009款,,2.4L,手动,四驱超豪华版,2009/6/1,4.8,4.2,13.9,0.3,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS 两驱智能型5座,2013/8/1,4.8,18.7,27.1,0.69,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS 两驱智能型5座,2013/8/1,4.8,18.7,27.1,0.69,小于10万,中级轿车
别克君越,Buick,外国,2013款,,2.4L,自动,豪华舒适型,2013/9/1,4.9,17.28,29.9,0.58,小于10万,中级轿车
别克君越,Buick,外国,2013款,,2.4L,自动,豪华舒适型,2013/9/1,4.9,17.28,29.9,0.58,小于10万,中级轿车
本田歌诗图,Honda,外国,2012款,歌诗图,2.4L,自动,豪华版,2012/7/1,5,16.5,28.2,0.59,小于10万,中级轿车
本田歌诗图,Honda,外国,2012款,歌诗图,2.4L,自动,豪华版,2013/2/1,5,16.8,28.2,0.6,小于10万,中级轿车
现代ix35,Hyundai,外国,2012款,,2.4L,自动,GLS两驱尊贵型,2012/5/1,5.1,13,23.2,0.56,小于10万,中级轿车
雪佛兰科帕奇,Chevrolet,外国,2014款,,2.4L,自动,四驱旗舰版7座,2013/12/1,5.1,17.8,22.8,0.78,小于10万,中级轿车
起亚K5,Kia,外国,2011款,,2.4L,自动,Premium,2012/9/1,5.4,12.98,27.1,0.48,小于10万,中级轿车
起亚K5,Kia,外国,2011款,,2.4L,自动,Premium,2012/9/1,5.4,12.98,27.1,0.48,小于10万,中级轿车
现代新胜达,Hyundai,外国,2012款,,2.4L,自动,7座四驱至尊版(进口),2012/6/1,5.4,16.25,31.1,0.52,小于10万,中级轿车
现代新胜达,Hyundai,外国,2012款,,2.4L,自动,7座四驱至尊版(进口),2012/6/1,5.4,16.25,31.1,0.52,小于10万,中级轿车
本田思铂睿,Honda,外国,2013款,思铂睿,2.4L,自动,TYPE-S,2013/4/1,5.6,17,27.8,0.61,小于10万,中级轿车
Jeep自由客,Jeep,外国,2013款,,2.4L,无级,运动版(进口),2012/4/1,5.7,16.1,26.7,0.6,小于10万,中级轿车
现代索纳塔,Hyundai,外国,2013款,第八代索纳塔,2.4L,自动,豪华型,2013/5/1,6,14.5,22.8,0.64,小于10万,中级轿车
日产帕拉丁,Nissan,外国,2013款,帕拉丁,2.4L,手动,两驱标准型,2012/5/1,6.1,8.2,18.2,0.45,小于10万,中级轿车
雪佛兰科帕奇,Chevrolet,外国,2012款,,2.4L,自动,7座豪华导航版,2012/8/1,6.4,13.9,28.6,0.49,小于10万,中级轿车
雪佛兰科帕奇,Chevrolet,外国,2012款,,2.4L,自动,7座豪华导航版,2012/8/1,6.4,13.9,28.6,0.49,小于10万,中级轿车
雪佛兰科帕奇,Chevrolet,外国,2012款,,2.4L,自动,7座豪华导航版,2012/8/1,6.4,14.2,28.6,0.5,小于10万,中级轿车
雪佛兰科帕奇,Chevrolet,外国,2012款,,2.4L,自动,7座豪华导航版,2012/8/1,6.4,14.2,28.6,0.5,小于10万,中级轿车
别克GL8,Buick,外国,2014款,,2.4L,自动,经典版,2014/1/1,6.4,16.1,22.7,0.71,小于10万,中级轿车
别克GL8,Buick,外国,2014款,,2.4L,自动,经典版,2014/1/1,6.4,16.1,22.7,0.71,小于10万,中级轿车
本田雅阁,Honda,外国,2012款,第八代雅阁,2.4L,自动,EXL Navi,2012/2/1,7.1,13.5,29,0.47,小于10万,中级轿车
本田雅阁,Honda,外国,2012款,第八代雅阁,2.4L,自动,EXL Navi,2012/2/1,7.1,13.5,29,0.47,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,DLX四驱尊贵型7座,2013/8/1,7.1,19.5,31.1,0.63,小于10万,中级轿车
奥迪A6L,Audi,外国,2011款,A6L,2.4L,无级,豪华型,2011/8/1,7.2,22.5,58.8,0.38,小于10万,中级轿车
奥迪A6L,Audi,外国,2011款,A6L,2.4L,无级,豪华型,2011/8/1,7.2,22.5,58.8,0.38,小于10万,中级轿车
别克GL8,Buick,外国,2012款,,2.4L,自动,BASE,2012/6/1,7.5,15,24.7,0.61,小于10万,中级轿车
丰田RAV4,Toyota,外国,2011款,RAV4,2.4L,自动,至臻版,2011/5/1,7.8,12.2,28.2,0.43,小于10万,中级轿车
丰田RAV4,Toyota,外国,2011款,RAV4,2.4L,自动,至臻版,2011/5/1,7.8,12.2,28.2,0.43,小于10万,中级轿车
比亚迪S6,BYD,外国,2011款,,2.4L,自动,尊享型,2012/5/1,8,6.8,14.2,0.48,小于10万,中级轿车
奥迪A6L,Audi,外国,2010款,A6L,2.4L,无级,技术型,2010/6/1,8.1,20,46.8,0.43,小于10万,中级轿车
奥迪A6L,Audi,外国,2010款,A6L,2.4L,无级,技术型,2010/6/1,8.1,20,46.8,0.43,小于10万,中级轿车
现代新胜达,Hyundai,外国,2012款,,2.4L,自动,7座四驱舒适版(进口),2012/8/1,8.1,15.3,27.3,0.56,小于10万,中级轿车
现代新胜达,Hyundai,外国,2012款,,2.4L,自动,7座四驱舒适版(进口),2012/8/1,8.1,15.3,27.3,0.56,小于10万,中级轿车
本田歌诗图,Honda,外国,2012款,歌诗图,2.4L,自动,豪华版,2014/1/1,8.1,17.3,28.2,0.61,小于10万,中级轿车
本田歌诗图,Honda,外国,2012款,歌诗图,2.4L,自动,豪华版,2014/1/1,8.1,17.3,28.2,0.61,小于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪华版,2010/10/1,8.2,12,29.6,0.41,小于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪华版,2010/10/1,8.2,12,29.6,0.41,小于10万,中级轿车
丰田凯美瑞,Toyota,外国,2010款,凯美瑞,2.4L,自动,240G 经典版,2010/4/1,8.6,11.5,23.3,0.49,小于10万,中级轿车
丰田凯美瑞,Toyota,外国,2010款,凯美瑞,2.4L,自动,240G经典版,2010/4/1,8.6,11.5,23.3,0.49,小于10万,中级轿车
陆风X8,陆风,中国,2009款,,2.4L,手动,四驱超豪华型,2010/8/1,8.8,4.9,16.5,0.3,小于10万,中级轿车
陆风X8,陆风,中国,2009款,,2.4L,手动,四驱超豪华型,2010/8/1,8.8,4.9,16.5,0.3,小于10万,中级轿车
别克GL8,Buick,外国,2013款,,2.4L,自动,经典版,2013/3/1,8.8,15.8,22.7,0.7,小于10万,中级轿车
本田歌诗图,Honda,外国,2012款,歌诗图,2.4L,自动,豪华版,2012/5/1,8.9,16.8,28.2,0.6,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS两驱智能型5座,2013/5/1,8.9,17.5,27.1,0.65,小于10万,中级轿车
现代新胜达,Hyundai,外国,2011款,,2.4L,自动,5座两驱舒适版(进口),2011/10/1,9,13.5,24.6,0.55,小于10万,中级轿车
现代新胜达,Hyundai,外国,2011款,,2.4L,自动,5座两驱舒适版(进口),2011/10/1,9,13.5,24.6,0.55,小于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪雅版,2010/12/1,9.1,11,27.5,0.4,小于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪雅版,2010/12/1,9.1,11,27.5,0.4,小于10万,中级轿车
三菱戈蓝,Mitsubishi,外国,2009款,,2.4L,自动,旗舰升级版,2008/9/1,9.2,7,21.7,0.32,小于10万,中级轿车
本田CR-V,Honda,外国,2010款,CR-V,2.4L,自动,VTi-S尊贵导航版,2010/6/1,9.2,13.6,28.5,0.48,小于10万,中级轿车
本田歌诗图,Honda,外国,2012款,歌诗图,2.4L,自动,尊享版,2012/7/1,9.5,16,31.1,0.51,小于10万,中级轿车
现代新胜达,Hyundai,外国,2012款,,2.4L,自动,7座四驱至尊版(进口),2012/3/1,9.6,16.5,31.1,0.53,小于10万,中级轿车
现代新胜达,Hyundai,外国,2013款,,2.4L,自动,GLS两驱智能型5座,2013/7/1,9.6,18,27.1,0.66,小于10万,中级轿车
雪佛兰迈锐宝,Chevrolet,外国,2012款,,2.4L,自动,SE SIDI 豪华版,2012/9/1,9.7,11,21.7,0.51,小于10万,中级轿车
雪佛兰迈锐宝,Chevrolet,外国,2012款,,2.4L,自动,SE SIDI 豪华版,2012/9/1,9.7,11,21.7,0.51,小于10万,中级轿车
本田思铂睿,Honda,外国,2009款,思铂睿,2.4L,自动,尊贵型,2010/4/1,9.8,11,27.1,0.41,小于10万,中级轿车
丰田RAV4,Toyota,外国,2009款,RAV4,2.4L,自动,豪华版,2009/5/1,9.8,12,26.8,0.45,小于10万,中级轿车
奥迪A6L,Audi,外国,2011款,A6L,2.4L,无级,舒适型,2011/9/1,10.1,21.2,51.6,0.41,大于或等于10万,中级轿车
奥迪A6L,Audi,外国,2011款,A6L,2.4L,无级,舒适型,2011/9/1,10.1,21.2,51.6,0.41,大于或等于10万,中级轿车
本田思铂睿,Honda,外国,2009款,思铂睿,2.4L,自动,TYPE-S,2010/4/1,10.6,10.2,27.8,0.37,大于或等于10万,中级轿车
本田思铂睿,Honda,外国,2009款,思铂睿,2.4L,自动,TYPE-S,2010/4/1,10.6,10.2,27.8,0.37,大于或等于10万,中级轿车
现代新胜达,Hyundai,外国,2010款,,2.4L,自动,7座四驱豪华版(进口),2010/6/1,10.8,12.1,29.7,0.41,大于或等于10万,中级轿车
现代新胜达,Hyundai,外国,2010款,,2.4L,自动,7座四驱豪华版(进口),2010/6/1,10.8,12.1,29.7,0.41,大于或等于10万,中级轿车
起亚索兰托,Kia,外国,2009款,,2.4L,自动,5座汽油至尊版(进口),2010/12/1,11.8,13.5,29.1,0.46,大于或等于10万,中级轿车
起亚索兰托,Kia,外国,2009款,,2.4L,自动,5座汽油至尊版(进口),2010/12/1,11.8,13.5,29.1,0.46,大于或等于10万,中级轿车
奥迪A6L,Audi,外国,2010款,A6L,2.4L,无级,舒适型,2010/11/1,11.9,18,51.6,0.35,大于或等于10万,中级轿车
奥迪A6L,Audi,外国,2010款,A6L,2.4L,无级,舒适型,2010/11/1,11.9,18,51.6,0.35,大于或等于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪雅版,2011/3/1,12,12.5,27.5,0.45,大于或等于10万,中级轿车
别克君越,Buick,外国,2010款,,2.4L,自动,豪雅版,2011/3/1,12,12.5,27.5,0.45,大于或等于10万,中级轿车
福特全顺,Ford,外国,2006款,经典全顺,2.4L,手动,长轴中顶物流版5-9座,2010/11/1,12,10,17.4,0.57,大于或等于10万,中级轿车
奥迪A6L,Audi,外国,2010款,A6L,2.4L,无级,舒适型,2010/1/1,12.1,18.5,51.6,0.36,大于或等于10万,中级轿车
奥迪A6L,Audi,外国,2010款,A6L,2.4L,无级,舒适型,2010/1/1,12.1,18.5,51.6,0.36,大于或等于10万,中级轿车
本田奥德赛,Honda,外国,2009款,奥德赛,2.4L,自动,豪华版,2011/4/1,12.8,13.8,27.9,0.49,大于或等于10万,中级轿车
本田奥德赛,Honda,外国,2009款,奥德赛,2.4L,自动,豪华版,2011/4/1,12.8,13.8,27.9,0.49,大于或等于10万,中级轿车
雷克萨斯ES,Lexus,外国,2010款,ES240,2.4L,自动,典雅版(进口),2011/5/1,13.2,17.2,42.3,0.41,大于或等于10万,中级轿车
雷克萨斯ES,Lexus,外国,2010款,ES240,2.4L,自动,典雅版(进口),2011/5/1,13.2,17.2,42.3,0.41,大于或等于10万,中级轿车
本田CR-V,Honda,外国,2010款,CR-V,2.4L,自动,VTi-S尊贵版,2010/10/1,14.8,11.99,27.4,0.44,大于或等于10万,中级轿车
沃尔沃S40,Volvo,外国,2009款,,2.4i,自动,智雅限量版,2010/1/1,9.4,11,30.4,0.36,小于10万,中级轿车
绅宝,北汽,中国,2013款,,2.3T,自动,豪华版,2013/11/1,5.1,9.2,23.4,0.39,小于10万,中级轿车
福特蒙迪欧,Ford,外国,2010款,蒙迪欧致胜,2.3L,自动,时尚型,2010/9/1,3.8,7.95,19.5,0.41,小于10万,中级轿车
福特蒙迪欧,Ford,外国,2010款,蒙迪欧致胜,2.3L,自动,时尚型,2010/9/1,3.8,7.95,19.5,0.41,小于10万,中级轿车
福特蒙迪欧,Ford,外国,2010款,蒙迪欧致胜,2.3L,自动,时尚型,2010/9/1,3.8,7.95,19.5,0.41,小于10万,中级轿车
福特蒙迪欧,Ford,外国,2010款,蒙迪欧致胜,2.3L,自动,时尚型,2010/9/1,3.8,7.95,19.5,0.41,小于10万,中级轿车
标致508,Peugeot,外国,2013款,,2.3L,自动,两周款 纪念旗舰版,2014/7/1,3.8,15.2,24.9,0.61,小于10万,中级轿车
标致508,Peugeot,外国,2013款,,2.3L,自动,两周款 纪念旗舰版,2014/7/1,3.8,15.2,24.9,0.61,小于10万,中级轿车
标致508,Peugeot,外国,2013款,,2.3L,自动,罗兰加洛斯版,2014/3/1,4.4,14,25.2,0.56,小于10万,中级轿车
标致508,Peugeot,外国,2013款,,2.3L,自动,罗兰加洛斯版,2014/3/1,4.4,14,25.2,0.56,小于10万,中级轿车
双龙爱腾,Ssangyong,外国,2009款,,2.3L,自动,A230CAH超豪华型(进口),2010/11/1,5.8,11.8,29.3,0.4,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2013款,C5,2.3L,自动,尊驭型,2013/9/1,6.2,13.5,22.3,0.61,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2012款,C5,2.3L,自动,尊驭型,2012/6/1,7,11.5,22.2,0.52,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2012款,C5,2.3L,自动,尊驭型,2012/6/1,7,11.5,22.2,0.52,小于10万,中级轿车
标致508,Peugeot,外国,2013款,,2.3L,自动,两周款 纪念旗舰版,2012/10/1,7.1,12.9,24.9,0.52,小于10万,中级轿车
标致508,Peugeot,外国,2011款,,2.3L,自动,旗舰版,2012/12/1,7.5,13.5,24.9,0.54,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊贵型,2010/4/1,8.2,10.5,24.6,0.43,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊贵型,2010/9/1,8.5,9,24.6,0.37,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊贵型,2010/9/1,8.5,9,24.6,0.37,小于10万,中级轿车
标致508,Peugeot,外国,2012款,,2.3L,自动,智享版,2012/12/1,8.6,12,23.3,0.52,小于10万,中级轿车
标致508,Peugeot,外国,2011款,,2.3L,自动,豪华版,2012/9/1,8.8,11,22.8,0.48,小于10万,中级轿车
标致508,Peugeot,外国,2011款,,2.3L,自动,豪华版,2012/9/1,8.8,11,22.8,0.48,小于10万,中级轿车
福特蒙迪欧,Ford,外国,2007款,蒙迪欧致胜,2.3L,自动,豪华型,2009/6/1,9,8,21.7,0.37,小于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊雅型,2010/4/1,11.5,8,21.7,0.37,大于或等于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊雅型,2010/4/1,11.5,8,21.7,0.37,大于或等于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊雅型,2010/4/1,11.5,8,21.7,0.37,大于或等于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊雅型,2010/4/1,11.5,8,21.7,0.37,大于或等于10万,中级轿车
福特蒙迪欧,Ford,外国,2010款,蒙迪欧致胜,2.3L,自动,时尚型,2010/3/1,11.5,7.3,19.5,0.37,大于或等于10万,中级轿车
雪铁龙C5,Citroen,外国,2010款,C5,2.3L,自动,尊雅型,2010/6/1,12.5,9.1,21.7,0.42,大于或等于10万,中级轿车
纳智捷大7,纳智,中国,2012款,,2.2T,自动,两驱锋芒智慧型,2012/9/1,6.3,12.8,24.3,0.53,小于10万,中级轿车
金杯海狮,金杯,中国,2014款,,2.2L,手动,豪华型V22,2015/1/1,5.8,7.5,9.5,0.79,小于10万,中级轿车
金杯海狮,金杯,中国,2014款,,2.2L,手动,豪华型V22,2015/1/1,5.8,7.5,9.5,0.79,小于10万,中级轿车
斯巴鲁森林人,Subaru,外国,2010款,,2.0XS,自动,豪华版(进口),2011/3/1,6.5,13,27.7,0.47,小于10万,中级轿车
斯巴鲁森林人,Subaru,外国,2010款,,2.0XS,自动,豪华版(进口),2011/3/1,6.5,13,27.7,0.47,小于10万,中级轿车
大众夏朗,Volkswagen,外国,2013款,夏朗,2.0TSI,双离合,标配版(进口),2014/9/1,1.1,26.5,34.1,0.78,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2015款,迈腾,2.0TSI,双离合,尊贵型,2015/5/1,1.9,22,29.1,0.76,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2013款,迈腾,2.0TSI,双离合,至尊版,2014/1/1,2.5,22.6,31.8,0.71,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2013款,迈腾,2.0TSI,双离合,至尊版,2014/1/1,2.5,22.6,31.8,0.71,小于10万,中级轿车
大众尚酷,Volkswagen,外国,2013款,尚酷 GTS,2.0TSI,双离合,竞速版(进口),2014/4/1,2.6,19,36.1,0.53,小于10万,中级轿车
大众尚酷,Volkswagen,外国,2013款,尚酷GTS,2.0TSI,双离合,竞速版(进口),2014/4/1,2.6,19,36.1,0.53,小于10万,中级轿车
大众帕萨特,Volkswagen,外国,2013款,帕萨特,2.0TSI,双离合,至尊版,2013/6/1,2.6,18,30.9,0.58,小于10万,中级轿车
大众帕萨特,Volkswagen,外国,2013款,帕萨特,2.0TSI,双离合,至尊版,2013/6/1,2.6,18,30.9,0.58,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2012款,迈腾,2.0TSI,双离合,尊贵版,2012/9/1,3.5,18,29,0.62,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2012款,迈腾,2.0TSI,双离合,尊贵版,2012/9/1,3.5,18,29,0.62,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2013款,迈腾,2.0TSI,双离合,尊贵版,2014/1/1,3.5,19.5,29.1,0.67,小于10万,中级轿车
大众CC,Volkswagen,外国,2013款,CC,2.0TSI,双离合,尊贵版,2013/4/1,3.6,18.9,29.1,0.65,小于10万,中级轿车
大众CC,Volkswagen,外国,2013款,CC,2.0TSI,双离合,豪华版,2014/7/1,3.7,25,30.8,0.81,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2013款,迈腾,2.0TSI,双离合,至尊版,2014/10/1,4.2,18.9,31.8,0.59,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2013款,迈腾,2.0TSI,双离合,至尊版,2014/10/1,4.2,18.9,31.8,0.59,小于10万,中级轿车
大众尚酷,Volkswagen,外国,2011款,尚酷,2.0TSI,双离合,豪华版(进口),2013/6/1,4.2,21.8,33.8,0.64,小于10万,中级轿车
大众CC,Volkswagen,外国,2010款,CC,2.0TSI,双离合,至尊版,2010/9/1,4.4,16.98,32.5,0.52,小于10万,中级轿车
大众夏朗,Volkswagen,外国,2012款,夏朗,2.0TSI,双离合,舒适版(进口),2013/1/1,4.4,21.5,39.6,0.54,小于10万,中级轿车
大众夏朗,Volkswagen,外国,2012款,夏朗,2.0TSI,双离合,舒适版(进口),2013/1/1,4.4,21.5,39.6,0.54,小于10万,中级轿车
大众夏朗,Volkswagen,外国,2012款,夏朗,2.0TSI,双离合,舒适版(进口),2013/1/1,4.4,21.5,39.6,0.54,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2012款,迈腾 旅行车,2.0TSI,双离合,舒适型（进口）,2012/5/1,4.6,22,37.2,0.59,小于10万,中级轿车
大众帕萨特,Volkswagen,外国,2013款,帕萨特,2.0TSI,双离合,至尊版,2013/7/1,4.7,19.5,30.9,0.63,小于10万,中级轿车
大众帕萨特,Volkswagen,外国,2013款,帕萨特,2.0TSI,双离合,至尊版,2013/7/1,4.7,19.5,30.9,0.63,小于10万,中级轿车
大众途观,Volkswagen,外国,2010款,途观,2.0TSI,自动,四驱菁英版,2011/10/1,4.8,17,30.6,0.56,小于10万,中级轿车
大众途观,Volkswagen,外国,2010款,途观,2.0TSI,自动,四驱菁英版,2011/10/1,4.8,17,30.6,0.56,小于10万,中级轿车
大众途观,Volkswagen,外国,2010款,途观,2.0TSI,自动,四驱菁英版,2011/4/1,4.9,16,30.6,0.52,小于10万,中级轿车
大众途观,Volkswagen,外国,2010款,途观,2.0TSI,自动,四驱菁英版,2011/4/1,4.9,16,30.6,0.52,小于10万,中级轿车
大众尚酷,Volkswagen,外国,2010款,尚酷,2.0TSI,双离合,豪华版(进口),2010/9/1,5.5,16,39.1,0.41,小于10万,中级轿车
大众CC,Volkswagen,外国,2013款,CC,2.0TSI,双离合,至尊版,2014/9/1,5.5,21,33,0.64,小于10万,中级轿车
大众CC,Volkswagen,外国,2013款,CC,2.0TSI,双离合,至尊版,2014/9/1,5.5,21,33,0.64,小于10万,中级轿车
大众途观,Volkswagen,外国,2010款,途观,2.0TSI,自动,四驱菁英版,2010/7/1,5.9,14.5,30.6,0.47,小于10万,中级轿车
大众途观,Volkswagen,外国,2010款,途观,2.0TSI,自动,四驱菁英版,2010/7/1,5.9,14.5,30.6,0.47,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2012款,迈腾,2.0TSI,双离合,至尊版,2012/12/1,6.2,17,31.7,0.54,小于10万,中级轿车
大众迈腾,Volkswagen,外国,2012款,迈腾,2.0TSI,双离合,至尊版,2012/12/1,6.2,17,31.7,0.54,小于10万,中级轿车
大众CC,Volkswagen,外国,2010款,CC,2.0TSI,双离合,豪华版,2011/3/1,6.4,15.3,30.2,0.51,小于10万,中级轿车
大众CC,Volkswagen,外国,2010款,CC,2.0TSI,双离合,豪华版,2011/3/1,6.4,15.3,30.2,0.51,小于10万,中级轿车
大众高尔夫,Volkswagen,外国,2011款,Golf R,2.0TSI,双离合,(进口),2013/4/1,6.4,25.8,42.9,0.6,小于10万,中级轿车
